,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
190,70,口感,24,26,软绵,26,28,口味,正面,这款杂粮粥很好喝，睡前电压锅预约好，第二天早上喝口感软绵，吃进肠胃很舒服，花生尝的出来很新鲜香香的，只可惜没有更大包的，500个一包我家两口子吃能煮两三回，还得继续囤货才行。
191,70,肠胃,31,33,很舒服,33,36,体验,正面,这款杂粮粥很好喝，睡前电压锅预约好，第二天早上喝口感软绵，吃进肠胃很舒服，花生尝的出来很新鲜香香的，只可惜没有更大包的，500个一包我家两口子吃能煮两三回，还得继续囤货才行。
192,70,_,,,很新鲜,43,46,整体,正面,这款杂粮粥很好喝，睡前电压锅预约好，第二天早上喝口感软绵，吃进肠胃很舒服，花生尝的出来很新鲜香香的，只可惜没有更大包的，500个一包我家两口子吃能煮两三回，还得继续囤货才行。
193,70,_,,,香香的,46,49,口味,正面,这款杂粮粥很好喝，睡前电压锅预约好，第二天早上喝口感软绵，吃进肠胃很舒服，花生尝的出来很新鲜香香的，只可惜没有更大包的，500个一包我家两口子吃能煮两三回，还得继续囤货才行。
194,70,_,,,可惜,51,53,体验,负面,这款杂粮粥很好喝，睡前电压锅预约好，第二天早上喝口感软绵，吃进肠胃很舒服，花生尝的出来很新鲜香香的，只可惜没有更大包的，500个一包我家两口子吃能煮两三回，还得继续囤货才行。
195,70,_,,,大减价,7,10,价格,正面,双十一又来了，大减价又来了，疯狂的买买买又来了，每次买完都能吃很久，特别的值，主要的是东西确实不错！
196,71,_,,,特别的值,34,38,价格,正面,双十一又来了，大减价又来了，疯狂的买买买又来了，每次买完都能吃很久，特别的值，主要的是东西确实不错！
197,71,_,,,确实不错,45,49,整体,正面,双十一又来了，大减价又来了，疯狂的买买买又来了，每次买完都能吃很久，特别的值，主要的是东西确实不错！
198,72,_,,,很好,0,2,整体,正面,很好好 一直在这家买 价格便宜 送货快 小哥服务也好 只要一做活动 我就会囤很多
199,72,价格,11,13,便宜,13,15,价格,正面,很好好 一直在这家买 价格便宜 送货快 小哥服务也好 只要一做活动 我就会囤很多
200,72,服务,22,24,也好,24,26,体验,正面,很好好 一直在这家买 价格便宜 送货快 小哥服务也好 只要一做活动 我就会囤很多
201,72,送货,16,18,快,18,19,物流,正面,很好好 一直在这家买 价格便宜 送货快 小哥服务也好 只要一做活动 我就会囤很多
202,72,_,,,囤很多,37,40,整体,正面,很好好 一直在这家买 价格便宜 送货快 小哥服务也好 只要一做活动 我就会囤很多
203,73,效率,0,2,很快的,2,5,物流,正面,效率很快的，营养价值高，大家都喜欢。
204,73,营养价值,6,10,高,10,11,体验,正面,效率很快的，营养价值高，大家都喜欢。
205,73,_,,,都喜欢,14,17,整体,正面,效率很快的，营养价值高，大家都喜欢。
206,73,_,,,非常好,0,3,整体,正面,非常好的八宝粥，适合现代快速饮食。
207,73,_,,,适合,8,10,整体,正面,非常好的八宝粥，适合现代快速饮食。
208,74,包装,2,4,很好,7,9,包装,正面,产品包装：包装很好，很小清新风格，符合年轻人的审美标准“
209,74,包装,2,4,很小,10,12,包装,正面,产品包装：包装很好，很小清新风格，符合年轻人的审美标准“
210,74,包装,2,4,清新,12,14,包装,正面,产品包装：包装很好，很小清新风格，符合年轻人的审美标准“
211,74,审美标准,23,27,符合,17,19,包装,正面,产品包装：包装很好，很小清新风格，符合年轻人的审美标准“
212,75,品质,0,2,还不错,2,5,整体,正面,品质还不错，包装很好，快递很快。
213,75,包装,6,8,很好,8,10,包装,正面,品质还不错，包装很好，快递很快。
214,75,快递,11,13,很快,13,15,物流,正面,品质还不错，包装很好，快递很快。
215,76,_,,,很好吃,9,12,口味,正面,食物很新鲜，煮的粥很好吃，下午优惠力度再大点，嘻嘻
216,76,食物,0,2,新鲜,3,5,整体,正面,食物很新鲜，煮的粥很好吃，下午优惠力度再大点，嘻嘻
217,77,_,,,很好吃,2,5,口味,正面,感觉很好吃。每天晚上用电高压锅定时，第二天早上一起来就可以吃粥。
218,78,米,0,1,很新鲜,1,4,整体,正面,米很新鲜，煮过很软糯。一直在京东买这家的米，吃习惯了，一直都很好。物流也快～
219,78,_,,,很软糯,7,10,口味,正面,米很新鲜，煮过很软糯。一直在京东买这家的米，吃习惯了，一直都很好。物流也快～
220,78,_,,,吃习惯了,22,26,口味,正面,米很新鲜，煮过很软糯。一直在京东买这家的米，吃习惯了，一直都很好。物流也快～
221,78,物流,33,35,快,36,37,物流,正面,米很新鲜，煮过很软糯。一直在京东买这家的米，吃习惯了，一直都很好。物流也快～
222,78,_,,,一直都很好,27,32,整体,正面,米很新鲜，煮过很软糯。一直在京东买这家的米，吃习惯了，一直都很好。物流也快～
223,79,粥,4,5,很好吃,5,8,口味,正面,煲出来的粥很好吃，谷物也很干净饱满，不错。
224,79,谷物,9,11,干净,13,15,整体,正面,煲出来的粥很好吃，谷物也很干净饱满，不错。
225,79,谷物,9,11,饱满,15,17,整体,正面,煲出来的粥很好吃，谷物也很干净饱满，不错。
226,79,_,,,不错,18,20,整体,正面,煲出来的粥很好吃，谷物也很干净饱满，不错。
227,80,_,,,很香,0,2,口味,正面,很香。下次还来买。一直继续买。 非常好吃
228,80,_,,,下次还来买,3,8,整体,正面,很香。下次还来买。一直继续买。 非常好吃
229,80,_,,,继续买,11,14,整体,正面,很香。下次还来买。一直继续买。 非常好吃
230,80,_,,,非常好吃,16,20,口味,正面,很香。下次还来买。一直继续买。 非常好吃
231,81,_,,,非常不错,6,10,整体,正面,给爸妈买的，非常不错，还会继续复购
232,81,_,,,还会继续复购,11,17,整体,正面,给爸妈买的，非常不错，还会继续复购
233,82,_,,,真的不错,2,6,整体,正面,煮粥真的不错，老年人最适合
234,83,牌子,7,9,很好用,11,14,体验,正面,我以前吃过这个牌子的，很好用
235,84,_,,,挺好的,0,3,整体,正面,挺好的，价格实惠，送货很快
236,84,价格,4,6,实惠,6,8,价格,正面,挺好的，价格实惠，送货很快
237,84,送货,9,11,很快,11,13,物流,正面,挺好的，价格实惠，送货很快
238,85,包装,0,2,完美,2,4,包装,正面,包装完美，日期新鲜，送货神速，购物愉快！
239,85,日期,5,7,新鲜,7,9,整体,正面,包装完美，日期新鲜，送货神速，购物愉快！
240,85,送货,10,12,神速,12,14,物流,正面,包装完美，日期新鲜，送货神速，购物愉快！
241,85,购物,15,17,愉快,17,19,体验,正面,包装完美，日期新鲜，送货神速，购物愉快！
242,86,_,,,好喝,0,2,口味,正面,好喝不贵，物美价廉。
243,86,_,,,物美价廉,5,9,价格,正面,好喝不贵，物美价廉。
244,87,血糖,27,29,控制的更好,29,34,体验,正面,平均下来买是12块5毛钱一斤的样子，有机的杂粮，吃起来血糖控制的更好，其实味道也不错，嗯，比较有嚼劲，花生颗粒比较多。豆类需要提前一晚上泡一下。
245,87,花生颗粒,51,55,比较多,55,58,整体,正面,平均下来买是12块5毛钱一斤的样子，有机的杂粮，吃起来血糖控制的更好，其实味道也不错，嗯，比较有嚼劲，花生颗粒比较多。豆类需要提前一晚上泡一下。
246,87,_,,,比较有嚼劲,45,50,口味,正面,平均下来买是12块5毛钱一斤的样子，有机的杂粮，吃起来血糖控制的更好，其实味道也不错，嗯，比较有嚼劲，花生颗粒比较多。豆类需要提前一晚上泡一下。
247,87,味道,37,39,不错,40,42,口味,正面,平均下来买是12块5毛钱一斤的样子，有机的杂粮，吃起来血糖控制的更好，其实味道也不错，嗯，比较有嚼劲，花生颗粒比较多。豆类需要提前一晚上泡一下。
248,88,粥,1,2,挺粘稠的,2,6,口味,正面,熬粥挺粘稠的，味道不错。
249,88,味道,7,9,不错,9,11,口味,正面,熬粥挺粘稠的，味道不错。
250,89,_,,,还好吧,0,3,整体,正面,还好吧  总体一般   刚用  用后再评
251,89,总体,5,7,一般,7,9,整体,负面,还好吧  总体一般   刚用  用后再评
252,90,_,,,一般,2,4,整体,负面,东西一般
253,91,味道,15,17,一般般,17,20,口味,负面,感觉这些配的不是很好，煮了好久味道一般般，这个价格实话有点贵了，下次还是自己去买散的比较合适
254,91,_,,,配的不是很好,4,10,整体,负面,感觉这些配的不是很好，煮了好久味道一般般，这个价格实话有点贵了，下次还是自己去买散的比较合适
255,91,价格,23,25,有点贵了,27,31,价格,负面,感觉这些配的不是很好，煮了好久味道一般般，这个价格实话有点贵了，下次还是自己去买散的比较合适
256,92,_,,,一般,0,2,整体,负面,一般，一般
257,93,_,,,有点小贵,0,4,价格,负面,有点小贵啊
258,94,_,,,不太好,0,3,整体,负面,不太好，豆子太多 不易熟
259,94,豆子,4,6,太多,6,8,整体,负面,不太好，豆子太多 不易熟
260,94,_,,,不易熟,9,12,整体,负面,不太好，豆子太多 不易熟
261,95,日期,8,10,不新鲜,0,3,整体,负面,不新鲜，虽然包装日期上写的是2019年7月，但里边至少有一种米是陈米，而且是放了很长时间那种。
262,95,_,,,放了很长时间,38,44,整体,负面,不新鲜，虽然包装日期上写的是2019年7月，但里边至少有一种米是陈米，而且是放了很长时间那种。
263,96,优惠促销活动,8,14,优惠挺大的,14,19,价格,正面,看到京东上面搞的优惠促销活动优惠挺大的，而且这个写的是有机产品，于是一下子每种都买了好几包。京东物流一如既往的快，下单之后的第二天很快就收到快递了，拿到一看，每一包都是真空包装的，每袋是一斤，看了里面的五谷杂粮都很饱满，应该不错。后续再评。
264,96,产品,29,31,有机,27,29,整体,正面,看到京东上面搞的优惠促销活动优惠挺大的，而且这个写的是有机产品，于是一下子每种都买了好几包。京东物流一如既往的快，下单之后的第二天很快就收到快递了，拿到一看，每一包都是真空包装的，每袋是一斤，看了里面的五谷杂粮都很饱满，应该不错。后续再评。
265,96,物流,48,50,一如既往的快,50,56,物流,正面,看到京东上面搞的优惠促销活动优惠挺大的，而且这个写的是有机产品，于是一下子每种都买了好几包。京东物流一如既往的快，下单之后的第二天很快就收到快递了，拿到一看，每一包都是真空包装的，每袋是一斤，看了里面的五谷杂粮都很饱满，应该不错。后续再评。
266,96,包装,86,88,真空,84,86,包装,正面,看到京东上面搞的优惠促销活动优惠挺大的，而且这个写的是有机产品，于是一下子每种都买了好几包。京东物流一如既往的快，下单之后的第二天很快就收到快递了，拿到一看，每一包都是真空包装的，每袋是一斤，看了里面的五谷杂粮都很饱满，应该不错。后续再评。
267,96,五谷杂粮,101,105,很饱满,106,109,整体,正面,看到京东上面搞的优惠促销活动优惠挺大的，而且这个写的是有机产品，于是一下子每种都买了好几包。京东物流一如既往的快，下单之后的第二天很快就收到快递了，拿到一看，每一包都是真空包装的，每袋是一斤，看了里面的五谷杂粮都很饱满，应该不错。后续再评。
268,96,_,,,应该不错,110,114,整体,正面,看到京东上面搞的优惠促销活动优惠挺大的，而且这个写的是有机产品，于是一下子每种都买了好几包。京东物流一如既往的快，下单之后的第二天很快就收到快递了，拿到一看，每一包都是真空包装的，每袋是一斤，看了里面的五谷杂粮都很饱满，应该不错。后续再评。
269,97,打折,12,14,很划算,18,21,价格,正面,没有和超市比价，反正觉得打折的时候买很划算，就买了好多的五谷杂粮，不习惯拍照，只能这样评论了
270,98,_,,,美味,12,14,口味,正面,每天蒸饭都是杂粮饭，健康美味，京东自营，值得信赖
271,98,_,,,健康,10,12,体验,正面,每天蒸饭都是杂粮饭，健康美味，京东自营，值得信赖
